x,y,u
-0.717,-0.293,0.9057211262422777
-0.717,-0.273,0.9393582756298324
-0.717,-0.253,0.9724176875544773
-0.717,-0.232,1.006380664598112
-0.717,-0.212,1.0378336360161917
-0.717,-0.192,1.068218194603657
-0.717,-0.172,1.097346370246166
-0.717,-0.152,1.1250641840487536
-0.717,-0.131,1.1525359664117223
-0.717,-0.111,1.1771019513715604
-0.717,-0.091,1.2001256699835918
-0.717,-0.071,1.2216693588188028
-0.717,-0.051,1.2418190776968812
-0.717,-0.03,1.261563912363917
-0.717,-0.01,1.2790677839702442
-0.717,0.01,1.2952738486671662
-0.717,0.03,1.3100562445001191
-0.717,0.051,1.3237796325980056
-0.717,0.071,1.3347519737110562
-0.717,0.091,1.3431797114831578
-0.717,0.111,1.3484703831796527
-0.717,0.131,1.3499620025200176
-0.717,0.152,1.3466844411151189
-0.717,0.172,1.3382510112814903
-0.717,0.192,1.3240296254994894
-0.717,0.212,1.3035446482874564
-0.717,0.232,1.276485692998354
-0.717,0.253,1.240873926588541
-0.717,0.273,1.2002082760226054
-0.717,0.293,1.1532822207006717
-0.717,0.313,1.1006156405384566
-0.717,0.333,1.0428970034565461
-0.717,0.354,0.9777483699158298
-0.717,0.374,0.912299386920801
-0.717,0.394,0.8444489365760676
-0.717,0.414,0.7750598323213251
-0.717,0.434,0.7049002501509182
-0.717,0.455,0.6310958181442236
-0.717,0.475,0.5611647090653423
-0.717,0.495,0.4918785030930395
-0.717,0.515,0.42335262819322217
-0.717,0.535,0.3555455467707901
-0.717,0.556,0.28493684469903885
-0.717,0.576,0.21798162080875316
-0.717,0.596,0.1510019340679561
-0.717,0.616,0.08369580729837278
-0.717,0.636,0.015800484111983815
-0.717,0.657,-0.05632938841158058
-0.717,0.677,-0.12591886616933817
-0.717,0.697,-0.19636330657980128
-0.717,0.717,-0.267539449597496
-0.717,0.737,-0.3392333609106912
-0.717,0.758,-0.41476004985886467
-0.717,0.778,-0.4865906820910068
-0.717,0.798,-0.5579908465638499
-0.717,0.818,-0.6286582619982921
-0.717,0.838,-0.698343058064288
-0.717,0.859,-0.7702616789766681
-0.717,0.879,-0.837466367378272
-0.717,0.899,-0.9034038038432674
-0.717,0.919,-0.9681346441016311
-0.717,0.939,-1.0317713893907372
-0.717,0.96,-1.0975614705848955
-0.717,0.98,-1.1593735048534137
-0.717,1.0,-1.2204523482830165
-0.697,-1.0,-1.1843467009538315
-0.697,-0.98,-1.1282174090634174
-0.697,-0.96,-1.0719395157723637
-0.697,-0.939,-1.0124756493036693
-0.697,-0.919,-0.9551678367344671
-0.697,-0.899,-0.8967983789141261
-0.697,-0.879,-0.8369274594315765
-0.697,-0.859,-0.7751142980798137
-0.697,-0.838,-0.7076868293243623
-0.697,-0.818,-0.6407520919883138
-0.697,-0.798,-0.5709897009064645
-0.697,-0.778,-0.4983909385932642
-0.697,-0.758,-0.4231210347271139
-0.697,-0.737,-0.3415956360087029
-0.697,-0.717,-0.26212376861393477
-0.697,-0.697,-0.18154834199591457
-0.697,-0.677,-0.1006494309383261
-0.697,-0.657,-0.020272269586941838
-0.697,-0.636,0.0626228059400672
-0.697,-0.616,0.1392858255686717
-0.697,-0.596,0.21297505802103284
-0.697,-0.576,0.28308889556745087
-0.697,-0.556,0.34918542208127634
-0.697,-0.535,0.4139813915361162
-0.697,-0.515,0.4712332544536825
-0.697,-0.495,0.5242500631625898
-0.697,-0.475,0.5733040912358903
-0.697,-0.455,0.6187955727703821
-0.697,-0.434,0.6632633058175673
-0.697,-0.414,0.7030297284496397
-0.697,-0.394,0.7408209957070657
-0.697,-0.374,0.7771342579834096
-0.697,-0.354,0.8123918952212066
-0.697,-0.333,0.8486317705990978
-0.697,-0.313,0.882620091568104
-0.697,-0.293,0.9161904780587
-0.697,-0.273,0.9493268818534544
-0.697,-0.253,0.981924474306022
-0.697,-0.232,1.0153862268516671
-0.697,-0.212,1.0463096028123384
-0.697,-0.192,1.0760967980727216
-0.697,-0.172,1.1045576206470142
-0.697,-0.152,1.1315465645716112
-0.697,-0.131,1.1582020107335202
-0.697,-0.111,1.1819593406978948
-0.697,-0.091,1.2041543181250076
-0.697,-0.071,1.2248557146236998
-0.697,-0.051,1.24414734028817
-0.697,-0.03,1.2629649770706244
-0.697,-0.01,1.279547417854526
-0.697,0.01,1.2947803458638216
-0.697,0.03,1.3085280149947094
-0.697,0.051,1.3210977418690508
-0.697,0.071,1.3309198534886288
-0.697,0.091,1.3381760571738308
-0.697,0.111,1.34232105231313
-0.697,0.131,1.3427557649680426
-0.697,0.152,1.3385519907858683
-0.697,0.172,1.32950173350884
-0.697,0.192,1.3150160740998365
-0.697,0.212,1.2947069431093363
-0.697,0.232,1.2683391156508104
-0.697,0.253,1.234067035494427
-0.697,0.273,1.1952917109005514
-0.697,0.293,1.1508512956408599
-0.697,0.313,1.1012297173838173
-0.697,0.333,1.0470478101726006
-0.697,0.354,0.9860331967706268
-0.697,0.374,0.9247978304468694
-0.697,0.394,0.861291738122537
-0.697,0.414,0.7962358693638572
-0.697,0.434,0.7302607400834249
-0.697,0.455,0.6605532960597847
-0.697,0.475,0.5941329900526866
-0.697,0.495,0.527898818582163
-0.697,0.515,0.4619208290781046
-0.697,0.535,0.3961456714627157
-0.697,0.556,0.32713475512439466
-0.697,0.576,0.26124073607911086
-0.697,0.596,0.19494342318379615
-0.697,0.616,0.12802594360283853
-0.697,0.636,0.06031914893055018
-0.697,0.657,-0.011724237779773938
-0.697,0.677,-0.08124415531459267
-0.697,0.697,-0.15155212158877635
-0.697,0.717,-0.2224614025654154
-0.697,0.737,-0.2937119697271211
-0.697,0.758,-0.3685522539850489
-0.697,0.778,-0.4395074871484354
-0.697,0.798,-0.5098210085197954
-0.697,0.818,-0.5792101738993071
-0.697,0.838,-0.6474523702563652
-0.697,0.859,-0.7177201824580124
-0.697,0.879,-0.7832665224976962
-0.697,0.899,-0.8475075221299397
-0.697,0.919,-0.9105518081733444
-0.697,0.939,-0.9725606037731587
-0.697,0.96,-1.0367622215086025
-0.697,0.98,-1.0972309636357633
-0.697,1.0,-1.157187402684752
-0.677,-1.0,-1.1050483610014736
-0.677,-0.98,-1.0496631427763046
-0.677,-0.96,-0.9940004376493811
-0.677,-0.939,-0.9349149648794833
-0.677,-0.919,-0.8776297911609197
-0.677,-0.899,-0.8189199531973357
-0.677,-0.879,-0.7583592057946611
-0.677,-0.859,-0.6955690329621819
-0.677,-0.838,-0.6269208763929927
-0.677,-0.818,-0.5587842366333179
-0.677,-0.798,-0.4879461715905565
-0.677,-0.778,-0.41456855499214607
-0.677,-0.758,-0.3389831050608903
-0.677,-0.737,-0.2577845817891809
-0.677,-0.717,-0.17936887009579075
-0.677,-0.697,-0.10064943093832623
-0.677,-0.677,-0.022430699814243615
-0.677,-0.657,0.054467878052678
-0.677,-0.636,0.132931793487233
-0.677,-0.616,0.2047539423067834
-0.677,-0.596,0.27314922327400865
-0.677,-0.576,0.3376877336208419
-0.677,-0.556,0.39810997425246036
-0.677,-0.535,0.45703687997695513
-0.677,-0.515,0.5089560773284253
-0.677,-0.495,0.557031472013771
-0.677,-0.475,0.6016429638895243
-0.677,-0.455,0.6432597370383584
-0.677,-0.434,0.6843043785603221
-0.677,-0.414,0.7214189427204349
-0.677,-0.394,0.757111345257468
-0.677,-0.374,0.7918131257797416
-0.677,-0.354,0.8258639539907667
-0.677,-0.333,0.8611685584475609
-0.677,-0.313,0.8944861610313182
-0.677,-0.293,0.9275105656605618
-0.677,-0.273,0.9601519354143977
-0.677,-0.253,0.9922465735186867
-0.677,-0.232,1.0251292918792962
-0.677,-0.212,1.0554304586642285
-0.677,-0.192,1.0845209197940402
-0.677,-0.172,1.1122173926338894
-0.677,-0.152,1.1383895898693241
-0.677,-0.131,1.1641500914954597
-0.677,-0.111,1.1870344278133511
-0.677,-0.091,1.2083480341996902
-0.677,-0.071,1.2281628239049163
-0.677,-0.051,1.2465584739288784
-0.677,-0.03,1.264412665281572
-0.677,-0.01,1.2800413270615798
-0.677,0.01,1.294272636927809
-0.677,0.03,1.3069624695100979
-0.677,0.051,1.3183610393961833
-0.677,0.071,1.3270255163898883
-0.677,0.091,1.3331151072234102
-0.677,0.111,1.3361319191261416
-0.677,0.131,1.3355400665438737
-0.677,0.152,1.3304491483264866
-0.677,0.172,1.3208239496693863
-0.677,0.192,1.3061125312225044
-0.677,0.212,1.28600456149695
-0.677,0.232,1.260330341190656
-0.677,0.253,1.2273664459349611
-0.677,0.273,1.1904102340005767
-0.677,0.293,1.1483382659769652
-0.677,0.313,1.1015964175154909
-0.677,0.333,1.0507370291934504
-0.677,0.354,0.9935877802623017
-0.677,0.374,0.9362736523025212
-0.677,0.394,0.8767991512716672
-0.677,0.414,0.815757061133604
-0.677,0.434,0.7536558718046917
-0.677,0.455,0.6877470394179672
-0.677,0.475,0.6245954698540861
-0.677,0.495,0.5612245555927957
-0.677,0.515,0.4976698255035834
-0.677,0.535,0.43387014669397983
-0.677,0.556,0.3664750314743581
-0.677,0.576,0.3017283224820775
-0.677,0.596,0.23626053112502907
-0.677,0.616,0.1699296443297864
-0.677,0.636,0.10264790640707616
-0.677,0.657,0.03096497031853146
-0.677,0.677,-0.03821567817032079
-0.677,0.697,-0.10812339961672562
-0.677,0.717,-0.17852168530365103
-0.677,0.737,-0.249115472552409
-0.677,0.758,-0.3230885108940273
-0.677,0.778,-0.3930445662329324
-0.677,0.798,-0.4621987620076431
-0.677,0.818,-0.530286686117609
-0.677,0.838,-0.597112606978929
-0.677,0.859,-0.6658043224271994
-0.677,0.879,-0.7297998510452788
-0.677,0.899,-0.7924782636834221
-0.677,0.919,-0.8539837275310154
-0.677,0.939,-0.9145145416857031
-0.677,0.96,-0.9772686042873352
-0.677,0.98,-1.0364980333707563
-0.677,1.0,-1.0953928633148025
-0.657,-1.0,-1.0237254497714317
-0.657,-0.98,-0.9689616141967332
-0.657,-0.96,-0.9136686533402109
-0.657,-0.939,-0.8546213382878768
-0.657,-0.919,-0.7970094596307707
-0.657,-0.899,-0.7376364727207745
-0.657,-0.879,-0.6761397085254809
-0.657,-0.859,-0.6122450039184951
-0.657,-0.838,-0.5424054718749717
-0.657,-0.818,-0.47326779089079213
-0.657,-0.798,-0.4017280751124238
-0.657,-0.778,-0.3281082244600453
-0.657,-0.758,-0.25288041052793864
-0.657,-0.737,-0.17282283351751856
-0.657,-0.717,-0.09629588667359512
-0.657,-0.697,-0.02027226958694106
-0.657,-0.677,0.05446816561928808
-0.657,-0.657,0.12717504854025907
-0.657,-0.636,0.20059122555764194
-0.657,-0.616,0.2671399765344902
-0.657,-0.596,0.32997604757961363
-0.657,-0.576,0.38884587013109173
-0.657,-0.556,0.44366441123996947
-0.657,-0.535,0.4969550949836251
-0.657,-0.515,0.5438861627645762
-0.657,-0.495,0.5874539386859762
-0.657,-0.475,0.6281115220752498
-0.657,-0.455,0.6663634960746012
-0.657,-0.434,0.7045082297505396
-0.657,-0.414,0.7394285910296208
-0.657,-0.394,0.7734200895682052
-0.657,-0.374,0.8068350596740723
-0.657,-0.354,0.8399220316746492
-0.657,-0.333,0.8744616187702039
-0.657,-0.313,0.9071928135371704
-0.657,-0.293,0.9396923443318521
-0.657,-0.273,0.9718081480809848
-0.657,-0.253,1.0033331415429618
-0.657,-0.232,1.035542309544931
-0.657,-0.212,1.0651211488368384
-0.657,-0.192,1.0934158974131196
-0.657,-0.172,1.1202569628949803
-0.657,-0.152,1.1455324888430232
-0.657,-0.131,1.1703275928045669
-0.657,-0.111,1.1922857127019681
-0.657,-0.091,1.2126741176871112
-0.657,-0.071,1.231565841183977
-0.657,-0.051,1.2490334718277059
-0.657,-0.03,1.2658954825599777
-0.657,-0.01,1.280546562613048
-0.657,0.01,1.2937551269353458
-0.657,0.03,1.3053705034510465
-0.657,0.051,1.3155897257715399
-0.657,0.071,1.3231008414100947
-0.657,0.091,1.3280396804929286
-0.657,0.111,1.329956549875048
-0.657,0.131,1.328376517115789
-0.657,0.152,1.3224479179395987
-0.657,0.172,1.3122954151292494
-0.657,0.192,1.2973986205408023
-0.657,0.212,1.2775169963456572
-0.657,0.232,1.2525373944119758
-0.657,0.253,1.2208462100610973
-0.657,0.273,1.1856326982765377
-0.657,0.293,1.1458075894835993
-0.657,0.313,1.1017758830447948
-0.657,0.333,1.054025625441685
-0.657,0.354,1.000474295152833
-0.657,0.374,0.9467992975949454
-0.657,0.394,0.8910571668875978
-0.657,0.414,0.8337295064947519
-0.657,0.434,0.7752185404298586
-0.657,0.455,0.7128433257603437
-0.657,0.475,0.6527556532969334
-0.657,0.495,0.592102480536863
-0.657,0.515,0.5308931887020613
-0.657,0.535,0.469064332674883
-0.657,0.556,0.40335866644720586
-0.657,0.576,0.33990241961467094
-0.657,0.596,0.2754701735029353
-0.657,0.616,0.20998498429495946
-0.657,0.636,0.1434271791197846
-0.657,0.657,0.072445321034951
-0.657,0.677,0.003937708157444597
-0.657,0.697,-0.06524247817113005
-0.657,0.717,-0.13482251920554206
-0.657,0.737,-0.20448588061852851
-0.657,0.758,-0.27735195246793315
-0.657,0.778,-0.3461337395790367
-0.657,0.798,-0.4140110841658045
-0.657,0.818,-0.4807412832957817
-0.657,0.838,-0.5461548255420535
-0.657,0.859,-0.6133351938855751
-0.657,0.879,-0.675895012339141
-0.657,0.899,-0.7371692853032107
-0.657,0.919,-0.7973280285068518
-0.657,0.939,-0.8565940887921992
-0.657,0.96,-0.9181341800594016
-0.657,0.98,-0.976339547248559
-0.657,1.0,-1.0343633495043814
-0.636,-1.0,-0.9357204508524457
-0.636,-0.98,-0.8813473857621182
-0.636,-0.96,-0.82610782466769
-0.636,-0.939,-0.7667287149896527
-0.636,-0.919,-0.7084563327705546
-0.636,-0.899,-0.6481575155880042
-0.636,-0.879,-0.5855803419382922
-0.636,-0.859,-0.5205910106032029
-0.636,-0.838,-0.44976404465467384
-0.636,-0.818,-0.3800143535251567
-0.636,-0.798,-0.3083463724886992
-0.636,-0.778,-0.23522271266805467
-0.636,-0.758,-0.16122501229909336
-0.636,-0.737,-0.08332424011047437
-0.636,-0.717,-0.009698741963739876
-0.636,-0.697,0.06262267031537233
-0.636,-0.677,0.13293167904359982
-0.636,-0.657,0.20059113130168493
-0.636,-0.636,0.2682032859583241
-0.636,-0.616,0.32891942009470654
-0.636,-0.596,0.3858076729608886
-0.636,-0.576,0.43879278269137056
-0.636,-0.556,0.48795490151107623
-0.636,-0.535,0.5357092628941362
-0.636,-0.515,0.5778691928940458
-0.636,-0.495,0.6172342275398113
-0.636,-0.475,0.6542964148904623
-0.636,-0.455,0.6895639826932001
-0.636,-0.434,0.7251994092312907
-0.636,-0.414,0.7582637662796434
-0.636,-0.394,0.7908389412132099
-0.636,-0.374,0.8231856668226284
-0.636,-0.354,0.8554568646748675
-0.636,-0.333,0.8893094124766305
-0.636,-0.313,0.921461962203938
-0.636,-0.293,0.9533884467646528
-0.636,-0.273,0.9848872532468278
-0.636,-0.253,1.0157216508576556
-0.636,-0.232,1.0471110088846478
-0.636,-0.212,1.075822554203407
-0.636,-0.192,1.1031788860033065
-0.636,-0.172,1.1290313717935114
-0.636,-0.152,1.1532899895073114
-0.636,-0.131,1.1770081622660513
-0.636,-0.111,1.1979463652982878
-0.636,-0.091,1.2173262392453017
-0.636,-0.071,1.235217919461832
-0.636,-0.051,1.251684844567414
-0.636,-0.03,1.267480150802028
-0.636,-0.01,1.2810851377089323
-0.636,0.01,1.293205066283514
-0.636,0.03,1.3036846695289321
-0.636,0.051,1.3126687828667416
-0.636,0.071,1.318983483794706
-0.636,0.091,1.3227420145274766
-0.636,0.111,1.3235442717985735
-0.636,0.131,1.3209780667812447
-0.636,0.152,1.314229963912153
-0.636,0.172,1.3035800700802864
-0.636,0.192,1.2885354421329156
-0.636,0.212,1.2689194858969943
-0.636,0.232,1.244667559144897
-0.636,0.253,1.2142712277538268
-0.636,0.273,1.180802487618814
-0.636,0.293,1.1432047297026091
-0.636,0.313,1.1018392470694236
-0.636,0.333,1.0571295908136278
-0.636,0.354,1.0070824653736323
-0.636,0.374,0.9569412812581765
-0.636,0.394,0.9048215630923776
-0.636,0.414,0.8511025841645063
-0.636,0.434,0.7960918690203902
-0.636,0.455,0.7371872430761677
-0.636,0.475,0.6801443243304587
-0.636,0.495,0.62223944786009
-0.636,0.515,0.563462695559998
-0.636,0.535,0.5037543933804456
-0.636,0.556,0.43996412466345125
-0.636,0.576,0.37807616702165886
-0.636,0.596,0.31501337013347763
-0.636,0.616,0.2507559197969442
-0.636,0.636,0.18534142418094735
-0.636,0.657,0.11552757635596689
-0.636,0.677,0.04814881606282126
-0.636,0.697,-0.019850995200767357
-0.636,0.717,-0.08817798818304753
-0.636,0.737,-0.1565064307944343
-0.636,0.758,-0.22788668167296716
-0.636,0.778,-0.2951876868524025
-0.636,0.798,-0.3615424040067701
-0.636,0.818,-0.4267348411508068
-0.636,0.838,-0.4906244315731244
-0.636,0.859,-0.5562510561075156
-0.636,0.879,-0.6174033858031607
-0.636,0.899,-0.6773630820229308
-0.636,0.919,-0.7363196196415404
-0.636,0.939,-0.7945099950049559
-0.636,0.96,-0.8550700211652081
-0.636,0.98,-0.912494874450293
-0.636,1.0,-0.9698967469127285
-0.616,-1.0,-0.8488505797639151
-0.616,-0.98,-0.7945490513338975
-0.616,-0.96,-0.7390502903813672
-0.616,-0.939,-0.679074101217411
-0.616,-0.919,-0.6199953799287381
-0.616,-0.899,-0.5587664131825321
-0.616,-0.879,-0.4952670935900198
-0.616,-0.859,-0.4295127668299572
-0.616,-0.838,-0.3582205197697985
-0.616,-0.818,-0.28850115439233537
-0.616,-0.798,-0.21745465165316885
-0.616,-0.778,-0.14564026611967001
-0.616,-0.758,-0.0736999945038965
-0.616,-0.737,0.0012150898755765582
-0.616,-0.717,0.07123817828877238
-0.616,-0.697,0.13928571267616974
-0.616,-0.677,0.20475394230678295
-0.616,-0.657,0.26713997653448984
-0.616,-0.636,0.3289197093036168
-0.616,-0.616,0.3839713618882598
-0.616,-0.596,0.43525546020403166
-0.616,-0.576,0.4828494388570364
-0.616,-0.556,0.5269674143419891
-0.616,-0.535,0.5699144205402819
-0.616,-0.515,0.6080385017983444
-0.616,-0.495,0.6439374420284394
-0.616,-0.475,0.6781084479366999
-0.616,-0.455,0.7110344620814378
-0.616,-0.434,0.7447457328854925
-0.616,-0.414,0.776411649641237
-0.616,-0.394,0.8079259894162943
-0.616,-0.374,0.8394591550101562
-0.616,-0.354,0.8710761635849248
-0.616,-0.333,0.9043266728753933
-0.616,-0.313,0.935917624032826
-0.616,-0.293,0.967242645487569
-0.616,-0.273,0.9980683509808035
-0.616,-0.253,1.0281420038172122
-0.616,-0.232,1.0586394252439677
-0.616,-0.212,1.086423258918365
-0.616,-0.192,1.1127965292874302
-0.616,-0.172,1.1376319076640589
-0.616,-0.152,1.1608615728237393
-0.616,-0.131,1.1835053988688047
-0.616,-0.111,1.2034366195211466
-0.616,-0.091,1.2218284744112629
-0.616,-0.071,1.2387457890657987
-0.616,-0.051,1.2542422123243833
-0.616,-0.03,1.2690058399950768
-0.616,-0.01,1.2816021721806827
-0.616,0.01,1.292678740588596
-0.616,0.03,1.3020782688097787
-0.616,0.051,1.3098975736487326
-0.616,0.071,1.3150954332278673
-0.616,0.091,1.317766147191672
-0.616,0.111,1.3175550862734626
-0.616,0.131,1.3141067692242805
-0.616,0.152,1.3066414807510403
-0.616,0.172,1.2955751233130286
-0.616,0.192,1.2804358687872874
-0.616,0.212,1.261098434711241
-0.616,0.232,1.237538258497798
-0.616,0.253,1.2083346149046525
-0.616,0.273,1.1764492684403334
-0.616,0.293,1.1408502280704136
-0.616,0.313,1.1018600311981461
-0.616,0.333,1.059844505423223
-0.616,0.354,1.0128921233568382
-0.616,0.374,0.9658677444996696
-0.616,0.394,0.9169443665983142
-0.616,0.414,0.8664195343157597
-0.616,0.434,0.8145268672813581
-0.616,0.455,0.7587459520457133
-0.616,0.475,0.7044863039798106
-0.616,0.495,0.6491485845437324
-0.616,0.515,0.5927120643028663
-0.616,0.535,0.5351237549454133
-0.616,0.556,0.47334555581513466
-0.616,0.576,0.41320446580220604
-0.616,0.596,0.3517645404635216
-0.616,0.616,0.2890485752439177
-0.616,0.636,0.2251363164822367
-0.616,0.657,0.15689704322981096
-0.616,0.677,0.09104473800590529
-0.616,0.697,0.024614926562934097
-0.616,0.717,-0.042092238231849516
-0.616,0.737,-0.10875577365392117
-0.616,0.758,-0.17835563664643522
-0.616,0.778,-0.2439544846018455
-0.616,0.798,-0.3086288003001907
-0.616,0.818,-0.3721931975265603
-0.616,0.838,-0.434537637133465
-0.616,0.859,-0.49866090837517235
-0.616,0.879,-0.5585194201252578
-0.616,0.899,-0.6173371426341855
-0.616,0.919,-0.6753148729609635
-0.616,0.939,-0.7326964157148512
-0.616,0.96,-0.7925903775845976
-0.616,0.98,-0.8495540327739489
-0.616,1.0,-0.9066600698999536
-0.596,-1.0,-0.7584059267229688
-0.596,-0.98,-0.703906913519025
-0.596,-0.96,-0.6479275435404253
-0.596,-0.939,-0.5872199064296757
-0.596,-0.919,-0.5273380944710715
-0.596,-0.899,-0.4653332177917972
-0.596,-0.879,-0.40123056541959107
-0.596,-0.859,-0.335192534739466
-0.596,-0.838,-0.2640979333932964
-0.596,-0.818,-0.19516393596951143
-0.596,-0.798,-0.12557757118732746
-0.596,-0.778,-0.05595241326758349
-0.596,-0.758,0.013054457063273739
-0.596,-0.737,0.08411764308775549
-0.596,-0.717,0.149806694840795
-0.596,-0.697,0.21297505802103284
-0.596,-0.677,0.2731492232740083
-0.596,-0.657,0.32997604757961324
-0.596,-0.636,0.3858079639562465
-0.596,-0.616,0.4352554602040321
-0.596,-0.596,0.48114505610165076
-0.596,-0.576,0.5236840833953642
-0.596,-0.556,0.5631915479749416
-0.596,-0.535,0.6018554768842774
-0.596,-0.515,0.636474510729017
-0.596,-0.495,0.669436616224113
-0.596,-0.475,0.7012161297368541
-0.596,-0.455,0.7322481277994684
-0.596,-0.434,0.7644311593929798
-0.596,-0.414,0.7949944970022726
-0.596,-0.394,0.8256607000648024
-0.596,-0.374,0.856513933621724
-0.596,-0.354,0.8875384200839754
-0.596,-0.333,0.9201863412570714
-0.596,-0.313,0.9511669771805985
-0.596,-0.293,0.9818097771561042
-0.596,-0.273,1.011862662524434
-0.596,-0.253,1.0410701334618027
-0.596,-0.232,1.0705672540436824
-0.596,-0.212,1.0973317722526592
-0.596,-0.192,1.1226439444662126
-0.596,-0.172,1.146400789491743
-0.596,-0.152,1.168553807021794
-0.596,-0.131,1.1900866374458112
-0.596,-0.111,1.208986469084628
-0.596,-0.091,1.2263715976487457
-0.596,-0.071,1.2423010599457114
-0.596,-0.051,1.2568139347499976
-0.596,-0.03,1.2705364267805417
-0.596,-0.01,1.282119535699706
-0.596,0.01,1.2921535093161083
-0.596,0.03,1.300481418145839
-0.596,0.051,1.3071565403348764
-0.596,0.071,1.3112707182812164
-0.596,0.091,1.3128963319134452
-0.596,0.111,1.3117264147066365
-0.596,0.131,1.3074568757355822
-0.596,0.152,1.2993415412722662
-0.596,0.172,1.287917885954788
-0.596,0.192,1.2727296544631121
-0.596,0.212,1.2536974106486654
-0.596,0.232,1.2308273262248628
-0.596,0.253,1.2027798208543568
-0.596,0.273,1.1724032986512938
-0.596,0.293,1.1386908492927106
-0.596,0.313,1.1019269597125048
-0.596,0.333,1.06242560285114
-0.596,0.354,1.0183542100704648
-0.596,0.374,0.9742309544248782
-0.596,0.394,0.9282898347920535
-0.596,0.414,0.8807612641525707
-0.596,0.434,0.8318177221753533
-0.596,0.455,0.7790297634652845
-0.596,0.475,0.7274859758078092
-0.596,0.495,0.6747128680998273
-0.596,0.515,0.6206848122928049
-0.596,0.535,0.565358325845815
-0.596,0.556,0.5058195348685862
-0.596,0.576,0.4477116628744327
-0.596,0.596,0.3882419400614414
-0.596,0.616,0.32746550157151977
-0.596,0.636,0.26549159896696317
-0.596,0.657,0.19931185677464966
-0.596,0.677,0.1354585222530772
-0.596,0.697,0.0710677647794396
-0.596,0.717,0.0064326609321496975
-0.596,0.737,-0.058142702266602175
-0.596,0.758,-0.12556081868665944
-0.596,0.778,-0.1891250881388877
-0.596,0.798,-0.25184236756124034
-0.596,0.818,-0.3135625529971414
-0.596,0.838,-0.37420928980636914
-0.596,0.859,-0.4367387228817481
-0.596,0.879,-0.49528164719801765
-0.596,0.899,-0.552996695299672
-0.596,0.919,-0.6100919520084576
-0.596,0.939,-0.6668100125096285
-0.596,0.96,-0.7262370694745991
-0.596,0.98,-0.7829630479412656
-0.596,1.0,-0.8400199149445031
-0.576,-1.0,-0.6638632700576895
-0.576,-0.98,-0.6089943501192215
-0.576,-0.96,-0.5524565592329037
-0.576,-0.939,-0.49107367364465704
-0.576,-0.919,-0.430596344529958
-0.576,-0.899,-0.36818364591127983
-0.576,-0.879,-0.3040018776289102
-0.576,-0.859,-0.23834467129190737
-0.576,-0.838,-0.16826760458175039
-0.576,-0.818,-0.10097790130797135
-0.576,-0.798,-0.03374460681305855
-0.576,-0.778,0.03280836345318772
-0.576,-0.758,0.09805231567259826
-0.576,-0.737,0.16449454721706294
-0.576,-0.717,0.22524845803379157
-0.576,-0.697,0.2830888955674513
-0.576,-0.677,0.3376877336208426
-0.576,-0.657,0.388845870131092
-0.576,-0.636,0.43879278269137045
-0.576,-0.616,0.48284943885703585
-0.576,-0.596,0.5236840833953647
-0.576,-0.576,0.5616063201961766
-0.576,-0.556,0.5970059442694975
-0.576,-0.535,0.6319506188843645
-0.576,-0.515,0.6636026174068794
-0.576,-0.495,0.6941378323005276
-0.576,-0.475,0.7239859998477267
-0.576,-0.455,0.7535160469946084
-0.576,-0.434,0.7844974249850184
-0.576,-0.414,0.8141850136831519
-0.576,-0.394,0.8441502030546797
-0.576,-0.374,0.8743955733712412
-0.576,-0.354,0.9048366948348816
-0.576,-0.333,0.9368380449110938
-0.576,-0.313,0.9671306314147979
-0.576,-0.293,0.996991773820281
-0.576,-0.273,1.0261643097317878
-0.576,-0.253,1.0543995695139194
-0.576,-0.232,1.082795073237142
-0.576,-0.212,1.108458509919686
-0.576,-0.192,1.1326444850537951
-0.576,-0.172,1.1552720300589017
-0.576,-0.152,1.176313420187065
-0.576,-0.131,1.1967099403078192
-0.576,-0.111,1.2145614571437655
-0.576,-0.091,1.2309289596587132
-0.576,-0.071,1.245861525796077
-0.576,-0.051,1.2593859183891032
-0.576,-0.03,1.2720638858682456
-0.576,-0.01,1.2826342017981214
-0.576,0.01,1.2916332050915764
-0.576,0.03,1.2989066676517549
-0.576,0.051,1.3044665202633465
-0.576,0.071,1.30753554137033
-0.576,0.091,1.30816806045509
-0.576,0.111,1.306099567380885
-0.576,0.131,1.3010761585770767
-0.576,0.152,1.2923811228407773
-0.576,0.172,1.280660500395772
-0.576,0.192,1.265472225873967
-0.576,0.212,1.2467717573500572
-0.576,0.232,1.2245918768546882
-0.576,0.253,1.1976664209873424
-0.576,0.273,1.1687306572480989
-0.576,0.293,1.1368017245798463
-0.576,0.313,1.1021297429647763
-0.576,0.333,1.0649814660728911
-0.576,0.354,1.0236034921586956
-0.576,0.374,0.9821959125007752
-0.576,0.394,0.9390578654590893
-0.576,0.414,0.8943641804131591
-0.576,0.434,0.8482417863485243
-0.576,0.455,0.7983609577807983
-0.576,0.475,0.7495071664446192
-0.576,0.495,0.6993356589117165
-0.576,0.515,0.6478221187836168
-0.576,0.535,0.5949331304599784
-0.576,0.556,0.5378922964542036
-0.576,0.576,0.4821303162663046
-0.576,0.596,0.42499881241798065
-0.576,0.616,0.3665778993041974
-0.576,0.636,0.3069940845457867
-0.576,0.657,0.24337345105840774
-0.576,0.677,0.18200553150094684
-0.576,0.697,0.12013831959464871
